gene_id,x,y,z
EFCAB4A,1.2174797,-2.3288765,1.6943359
CD151,1.2772751,-2.3118525,1.7072372
POLR2L,1.313076,-2.3016596,1.7149658
TSPAN4,1.526722,-2.2408342,1.7610626
CHID1,1.1459198,-2.7449102,1.6444168
AP2A2,1.2610397,-2.4783936,1.0643692
MUC6,1.0984917,-2.8029423,1.0207138
LOC103235151,1.0482864,-2.767046,0.887619
MUC2,1.0897446,-2.40413,1.4665833
LOC103241697,0.9305725,-2.5819206,0.696167
MUC5AC,0.7464752,-2.5851593,1.5851517
MUC5B,0.6754875,-2.4445496,2.1320038
TOLLIP,0.5935211,-2.4230976,2.565071
LOC103235445,0.50951004,-2.5693521,2.7614746
LOC103241805,0.4361725,-2.6024122,3.0720978
BRSK2,0.03724289,-3.2683249,3.08992
LOC103236142,0.3063469,-2.765296,3.2630463
MOB2,0.23343658,-2.508811,3.3641357
LOC103236198,-0.068927765,-3.299161,3.3162231
LOC103241812,0.055099487,-2.8507051,3.3671875
DUSP8,0.0873642,-2.7340412,3.3804398
LOC103241820,0.10568237,-2.6678114,3.38797
LOC103236463,0.14186478,-2.5369778,3.4028397
LOC103236414,-0.35145187,-3.2682152,3.1987991
LOC103241837,-0.20308685,-2.7764053,3.259819
LOC103236741,-0.19223785,-3.4126244,2.9036102
IFITM10,-0.05734253,-3.5281353,2.8297195
CTSD,0.028167725,-3.6013556,2.782875
LOC103241848,0.16775131,-3.020235,2.8684235
SYT8,0.5053787,-3.2812414,2.6899796
TNNI2,0.52902985,-3.2515707,2.6885605
LOC103237714,0.2854538,-3.7585602,2.638916
LOC103238179,0.62802887,-3.1273918,2.6826477
TNNT3,0.61473465,-3.280326,2.6400223
MRPL23,0.46546173,-3.6083183,2.6040802
LOC103241849,0.25935745,-3.840025,2.4161835
LOC103238793,-0.060588837,-3.9643774,1.977356
LOC103238863,-0.13575745,-3.8322744,1.5530853
IGF2,-0.09370041,-3.7154427,1.4107208
LOC103241858,-0.06539154,-3.6367989,1.3148804
INS,-0.05552292,-3.6093874,1.2814789
TH,-0.038043976,-3.560833,1.2223129
LOC103239289,-0.016448975,-3.5008488,1.1492157
ASCL2,-0.1017189,-2.779808,0.6879959
C1H11orf21,-0.05952072,-2.6300058,0.66257477
TSPAN32,0.047195435,-2.640833,0.76143646
LOC103239446,-0.014240265,-2.6345997,0.7045212
CD81,0.21172714,-3.176958,0.92993164
TSSC4,0.5392151,-2.8654604,1.222641
TRPM5,0.5239639,-3.0592146,1.2145538
KCNQ1,0.6848717,-2.0845222,1.0675735
LOC103241028,0.17721558,-3.6952705,1.2831421
LOC103240971,-0.2778778,-3.2214499,1.3820496
LOC103241221,0.57196426,-2.1223507,1.0911255
CDKN1C,0.68800735,-2.0398436,1.0564804
SLC22A18AS,0.5836754,-2.6247978,1.4535065
SLC22A18,0.8611984,-2.2598076,1.2505417
PHLDA2,0.8840561,-2.2909632,1.2776718
LOC103242002,0.94449997,-2.3733568,1.3494339
NAP1L4,0.687027,-2.1023798,0.98052216
CARS,0.8065529,-2.2971706,1.0972366
LOC103242208,0.9001236,-2.3926134,1.2337036
LOC103242168,0.8459892,-2.3373957,1.1547546
LOC103242043,0.80706406,-2.2976885,1.0979767
OSBPL5,0.4746704,-2.868122,0.5249176
LOC103241863,0.47149658,-2.8790236,0.51891327
LOC103242726,0.15226746,-2.9869804,0.5413666
MRGPRG,0.00970459,-2.9872484,0.58174133
LOC103242785,-0.010879517,-2.9872875,0.5875702
MRGPRE,-0.11136246,-2.9874773,0.61602783
LOC103242972,-0.48973465,-2.9881897,0.7231903
ZNF195,-0.33737564,-3.1056404,1.1898804
LOC103241864,-0.7508354,-3.0475273,1.0519562
LOC103241868,-0.76991653,-3.0622005,1.1207428
LOC103241874,-0.8664589,-3.136447,1.468811
LOC103243359,-0.88729477,-3.1524687,1.5439148
NADSYN1,-0.3794136,-3.0126257,1.0314713
DHCR7,-0.5548744,-3.0977554,1.4021225
LOC103244038,-0.4767723,-3.0775957,1.3303909
LOC103244089,-1.0473557,-3.0967817,1.7493591
LOC103244329,-0.51459885,-3.0194921,1.3094711
LOC103244373,-0.9937782,-2.9375372,1.5890503
LOC103244990,-0.76164246,-2.8077736,1.3326416
SHANK2,-0.7680321,-2.894291,3.096756
LOC103244580,-0.59635544,-2.6090908,0.88610077
LOC103244535,-0.6240196,-2.6266394,0.8933716
LOC103244421,-0.40663147,-2.8278723,0.5295563
CTTN,-0.8203049,-2.9066925,3.0940857
LOC103245420,-0.9561806,-2.9449492,2.843071
LOC103245379,-0.7706146,-2.892702,3.1858826
PPFIA1,-0.47515106,-2.976962,3.1184464
LOC103245132,-0.6708946,-2.8351393,3.2313538
LOC103245088,-0.62340546,-2.7927628,3.1825943
LOC103245679,-0.1231575,-2.6061115,2.9891663
FADD,-0.13096619,-2.7227964,3.1324387
LOC103245724,-0.1312027,-2.7263021,3.1367416
ANO1,-0.32367706,-3.5671597,1.9829102
LOC103245820,-0.8794632,-3.325282,2.8137512
FGF3,-0.5097351,-3.5223303,2.5738754
FGF4,-0.7279091,-3.5465298,2.310585
FGF19,-0.2704773,-3.4820032,2.64962
LOC103246443,-0.06614685,-3.4538097,2.810814
ORAOV1,0.060459137,-3.7125778,2.38694
CCND1,0.25157166,-3.5325546,2.8290253
LOC103247017,0.5209427,-4.290598,1.7582626
LOC103247076,0.60913086,-4.322503,2.4681091
MYEOV,1.3543434,-4.111558,2.4242935
LOC103247204,1.699009,-3.616251,1.9355316
LOC103247706,1.2002563,-3.427435,1.3062286
TPCN2,1.5522003,-3.0638752,1.7880859
LOC103247781,1.2496262,-3.172408,1.5895996
MRGPRF,1.3050156,-3.1130257,1.6677246
LOC103248150,1.4487534,-2.9589272,1.8704605
MRGPRD,1.4292183,-2.9798698,1.8429031
IGHMBP2,1.430645,-3.4934835,2.059555
LOC103248293,1.4454842,-3.2288523,1.9768524
LOC103248244,1.4438019,-3.2588892,1.9862442
MRPL21,1.4237099,-3.6171694,2.0982056
LOC103248420,1.4094887,-3.8707647,2.1774597
LOC103248586,1.3848267,-3.913001,2.2096863
LOC103241878,1.2960091,-3.7914753,2.2533493
CPT1A,0.9430733,-3.308589,2.4268265
MTL5,1.1772118,-3.7430582,2.973732
GAL,0.9768181,-3.4517994,2.9731522
LOC103248684,0.9778137,-3.45395,2.977272
PPP6R3,1.126442,-3.444316,3.1976013
LRP5,1.0912781,-2.0720282,2.8547516
LOC103214741,0.80877304,-2.8115778,3.0923843
LOC103214713,0.73060226,-2.4339352,2.98349
C1H11orf24,1.0663681,-2.0047016,2.66848
SUV420H1,1.4958572,-2.396124,2.2622223
CHKA,1.9464111,-2.0550976,1.6697845
TCIRG1,2.0018845,-1.9450626,1.5881958
NDUFS8,1.8377151,-2.622346,2.250328
ALDH3B1,2.0163841,-2.1400948,1.8345947
UNC93B1,2.0178223,-2.242567,1.9584732
ALDH3B2,1.884922,-1.9126692,2.2999802
LOC103216261,1.9229774,-2.3035994,2.5845947
NUDT8,1.9146461,-2.2812843,2.60392
LOC103216432,1.8970337,-2.2341328,2.6447449
NDUFV1,1.8827477,-2.1958847,2.677864
GSTP1,1.8237076,-2.037817,2.8147278
LOC103216792,1.6549644,-2.0576763,3.04348
CABP2,1.5306358,-2.218113,3.1618042
CDK2AP2,1.4540176,-2.316986,3.234726
PITPNM1,1.3732681,-2.4211893,3.3115768
AIP,1.32407,-2.4846725,3.3583984
TMEM134,1.2368698,-2.5972013,3.441391
CABP4,1.2952576,-2.6806793,3.45533
GPR152,1.3209953,-2.7126799,3.4593658
CORO1B,1.3898048,-2.7982244,3.4701767
PTPRCAP,1.40522,-2.8173866,3.4725952
RPS6KB2,1.4532318,-2.8770733,3.4801407
CARNS1,1.5347557,-2.9784298,3.4929428
TBC1D10C,1.602871,-3.0631094,3.5036392
PPP1CA,1.6364365,-3.1048393,3.5089111
RAD9A,2.0124283,-3.1904535,2.811226
CLCF1,1.7717285,-3.00906,3.006981
POLD4,1.89888,-3.3672848,3.4236374
SSH3,2.1232262,-3.3920774,2.9552307
ANKRD13D,2.1790009,-3.398242,2.8387756
ADRBK1,2.2854042,-3.4100008,2.616623
KDM2A,1.6813316,-2.3746834,3.4549713
LOC103219355,1.7698631,-2.2019157,3.429329
LOC103219529,1.7443771,-2.1881533,3.4564438
RHOD,2.0165176,-2.6894083,3.1546097
SYT12,1.6823997,-2.4523258,3.5121155
C1H11orf86,1.8456078,-2.7855263,3.3299713
PC,1.7623978,-3.6039877,3.1014328
LRFN4,1.4461098,-3.629384,3.6853714
LOC103220516,2.0335197,-3.5025034,3.260048
LOC103220338,1.7879944,-3.9967794,2.9788666
SPTBN2,2.3038025,-3.5345411,2.9702988
LOC103221555,2.3239632,-3.5164766,2.969963
RBM4B,2.118351,-3.3051748,2.7108078
RBM4,2.4317741,-3.1371183,2.780487
LOC103221763,2.4617653,-2.912177,2.6485138
CCS,2.4849396,-2.7383738,2.5465393
CCDC87,2.4882736,-2.7133675,2.531868
CTSF,2.4740715,-2.605589,2.4032211
LOC103222397,2.4265518,-2.5701714,2.2628174
ZDHHC24,2.4020386,-2.5519037,2.1903992
BBS1,2.3060303,-2.4803486,1.9067383
DPP3,2.2101517,-2.4088917,1.6234665
PELI3,2.2054024,-2.5154753,1.6250916
LOC103222589,2.2100372,-2.6549683,1.6581116
MRPL11,2.2174263,-2.8773336,1.7107468
NPAS4,2.226654,-3.1550617,1.7764893
SLC29A2,2.2370567,-3.3158197,1.9646912
LOC103223043,2.2374458,-3.297699,1.9897842
TRNAS-GCU,2.2391243,-3.2193613,2.098259
B3GNT1,2.2395058,-3.201622,2.1228256
BRMS1,2.2406273,-3.1492682,2.1953278
RIN1,2.241356,-3.1152153,2.2424774
CD248,2.243534,-3.013605,2.3831863
TMEM151A,2.2454453,-2.924552,2.5065079
YIF1A,2.2464638,-2.8770456,2.5722885
CNIH2,2.247364,-2.8349495,2.6305847
RAB1B,2.248684,-2.7733831,2.7158356
KLC2,2.0869598,-2.9241657,2.9314194
LOC103224576,2.1796188,-2.704709,2.999817
PACS1,1.4192276,-3.1398726,4.1352806
SF3B2,2.0796013,-2.4732428,4.071232
GAL3ST3,1.509346,-3.0349455,4.2326202
CATSPER1,1.7017441,-2.860941,4.245056
CST6,1.7453003,-2.8215494,4.2478714
BANF1,1.8185692,-2.7552862,4.2526054
EIF1AD,1.8486786,-2.728053,4.254551
LOC103225234,1.9887505,-2.6013737,4.263603
SART1,2.1492615,-2.456211,4.273979
TSGA10IP,2.0210495,-2.566226,3.7580261
DRAP1,2.3074036,-2.3091955,3.9427414
C1H11orf68,2.315548,-2.3015728,3.921524
FOSL1,2.3980865,-2.224351,3.7065735
CCDC85B,2.4049644,-2.2179155,3.6886673
FIBP,2.42688,-2.1974134,3.6315918
CTSW,2.44104,-2.184163,3.5947113
EFEMP2,2.4843788,-2.1436157,3.4818497
LOC103226570,2.4944649,-2.1341782,3.4555817
SNX32,2.7826157,-2.5517159,3.2906876
LOC103226393,2.562912,-2.1579409,3.3521423
CFL1,2.5785103,-2.1706228,3.3347626
LOC103226358,2.576828,-2.1692553,3.3366394
MUS81,2.5861664,-2.1768475,3.326233
LOC103225990,2.8791313,-2.4150352,2.9998093
LOC103226718,2.9488907,-2.4717512,2.922081
OVOL1,3.013607,-2.5243654,2.8499756
AP5B1,3.0586395,-2.5609798,2.799797
RNASEH2C,3.0145645,-2.5448713,3.0448227
KAT5,2.9858627,-2.5262108,3.1232376
LOC103226939,2.929699,-2.4896975,3.2766647
RELA,2.8477058,-2.4363918,3.5006638
SIPA1,3.169262,-2.1331406,2.9857483
PCNXL3,2.9009933,-2.215272,3.536583
LOC103227710,2.8318977,-2.3438082,3.6022568
MAP3K11,2.9564285,-2.1121483,3.4838943
LOC103227592,2.9228935,-2.174532,3.51577
KCNK7,2.993019,-2.044077,3.449112
EHBP1L1,3.060936,-1.917736,3.3845596
LOC103228554,3.0635262,-1.9129171,3.3820953
FAM89B,3.0776062,-1.8867245,3.3687134
SSSCA1,3.0835114,-1.8757381,3.3631058
LTBP3,2.8753052,-2.1626139,3.8909912
SCYL1,3.1653252,-1.6944866,3.3808212
LOC103228978,3.0892181,-1.7757254,3.6513824
LOC103229027,3.0643463,-1.8022757,3.739811
LOC103241899,2.8248177,-1.714344,4.0786552
FRMD8,2.6782913,-1.4698601,4.001404
SLC25A45,2.6158676,-1.3657055,3.9684944
TIGD3,2.507782,-1.185359,3.9115067
DPF2,2.736637,-1.3780346,3.4809494
CDC42EP2,2.464264,-1.0393782,3.6747665
POLA2,2.5294533,-0.9527073,3.1396713
SLC22A20,2.6210861,-1.34828,3.7410164
LOC103230638,2.5871162,-1.0142517,3.0279007
CAPN1,2.6600418,-1.2429018,3.281067
SPDYC,2.7490387,-1.5219374,3.5900192
SYVN1,2.5729027,-1.0628338,2.8263855
LOC103230055,2.7587051,-1.5560808,3.617279
MRPL49,2.7508965,-1.5399036,3.576622
FAU,2.747982,-1.533864,3.5614395
ZNHIT2,2.7409286,-1.519247,3.524704
TM7SF2,2.7325478,-1.5018787,3.4810562
VPS51,2.6895027,-1.4126768,3.2568665
TMEM262,2.6805916,-1.3942108,3.2104568
ZFPL1,2.673439,-1.3793898,3.1732101
CDCA5,2.6629486,-1.357646,3.1185608
LOC103241905,2.6405792,-1.3112965,3.0020752
NAALADL1,2.6072578,-1.2422419,2.8285217
SAC3D1,2.600071,-1.2273521,2.7910995
SNX15,2.691101,-1.291893,2.6515198
ARL2,2.5969887,-1.1742029,2.543808
BATF2,2.6082344,-1.1297083,2.2670898
C1H11orf85,2.6264458,-1.057661,1.8190231
GPHA2,2.6278915,-1.0519428,1.7834625
PPP2R5B,2.1261253,-0.963006,2.4883118
ATG2A,2.2804298,-0.9379988,1.9776993
EHD1,1.8999023,-0.8139181,2.1943817
CDC42BPG,2.4831505,-1.3241177,1.9677353
MEN1,1.9370651,-1.0046825,2.2321014
MAP4K2,2.0523262,-1.1479759,2.2013092
SF1,2.1861458,-1.3143387,2.1655579
PYGM,2.3093948,-1.4675608,2.1326294
RASGRP2,1.7129211,-0.8066244,2.3006134
NRXN2,1.5154419,-1.5036469,2.0641098
LOC103233180,1.7396622,-0.8960962,2.299492
SLC22A12,1.4060783,-1.1284962,2.1902466
SLC22A11,1.1775398,-1.3592062,2.0897522
LOC103233211,0.66692734,-1.912818,3.3135605
RPS6KA4,0.60419846,-1.948555,3.5750275
CCDC88B,0.56373596,-1.9716091,3.7436905
PRDX5,0.67648315,-1.9556332,3.912571
TRMT112,0.68642426,-1.9537077,3.9206238
ESRRA,0.76509476,-1.9384708,3.9843292
TEX40,0.79852676,-1.9319963,4.011402
KCNK4,0.8632164,-1.9194679,4.0637894
GPR137,0.91331863,-1.9097643,4.1043587
BAD,1.0223007,-1.8886576,4.1926117
PLCB3,1.1557884,-1.8628044,4.3007126
LOC103233298,1.2052116,-1.8532324,4.3407326
PPP1R14B,1.22472,-1.8494549,4.356529
FKBP2,1.250534,-1.8444548,4.377434
VEGFB,0.7981529,-2.3411198,4.0321083
DNAJC4,1.2695465,-1.8887377,4.395294
NUDT22,1.2608414,-1.9192495,4.3897247
TRPT1,1.254818,-1.9403706,4.385872
FERMT3,1.2081604,-2.1039076,4.3560257
STIP1,1.1565018,-2.2849903,4.322975
MACROD1,1.2419052,-1.1313992,3.6542206
LOC103233499,1.0875244,-2.5267649,4.2788506
FLRT1,1.1419296,-1.7898159,3.8510666
OTUB1,1.1209373,-1.178587,3.6640167
LOC103233475,1.1227074,-1.1754513,3.6613235
NAA40,1.0418587,-1.6760292,4.189472
RCOR2,1.2240219,-1.2375469,3.7811127
MARK2,1.1920929,-0.8587532,3.7344818
LOC103233560,1.2029266,-1.5799026,4.24131
C1H11orf84,1.190033,-1.3390026,4.1496086
LOC103233619,1.1931839,-1.3978472,4.1720085
LOC103233617,1.1797066,-1.1460304,4.076153
C1H11orf95,1.1665688,-0.9005146,3.9826965
RTN3,1.1501465,-0.79626083,3.1437988
ATL3,1.3018646,-1.0037003,2.9554138
PLA2G16,1.305378,-0.9515581,2.4472504
HRASLS2,1.3880882,-1.1362486,2.2478943
RARRES3,0.8548279,-1.0871935,2.6600037
LGALS12,0.9086304,-1.4204807,2.367302
HRASLS5,1.0434837,-1.140296,1.8487473
SLC22A9,0.63797,-1.3896761,2.1460114
SLC22A8,0.58327866,-1.5466547,2.477417
SLC22A6,0.6713257,-1.2095461,1.7960281
LOC103233793,0.61411667,-1.3959284,2.181549
LOC103233786,0.61019135,-1.4087172,2.2080002
CHRM1,0.58205414,-1.5003853,2.3976135
SLC3A2,0.8745041,-1.1815414,2.6710281
LOC103233820,0.900486,-1.1510878,2.6877823
WDR74,0.99321365,-1.0423908,2.7475662
STX5,1.1416817,-0.86835384,2.8432922
NXF1,0.95121384,-1.1366682,2.0880356
TMEM223,1.1832466,-0.8301506,2.7223892
TMEM179B,1.1856308,-0.829689,2.691162
TAF6L,1.2045364,-0.82603455,2.443512
LOC103233864,1.2052345,-0.8259001,2.434372
POLR2G,1.2146149,-0.82408714,2.311493
ZBTB3,1.2226448,-0.82253456,2.2062836
TTC9C,1.2378349,-0.8195982,2.007286
HNRNPUL2,1.2511292,-0.81702805,1.8331528
BSCL2,1.3216438,-1.1258965,2.6596146
GNG3,1.25523,-0.81623554,1.7794037
LRRN4CL,1.2888603,-0.9171591,1.9218445
LOC103233947,1.2892914,-0.91845226,1.9236755
UBXN1,1.3097916,-0.9800453,2.0109177
C1H11orf83,1.3167381,-1.0009193,2.0404816
C1H11orf48,1.3236809,-1.0217781,2.0700226
METTL12,1.3269119,-1.0314932,2.083786
LOC103233969,1.3310356,-1.0438824,2.1013336
INTS5,1.3549576,-1.1157618,2.203148
GANAB,1.3927155,-1.229208,2.3638306
B3GAT3,1.4101791,-1.281683,2.4381561
ROM1,1.4146004,-1.2949762,2.4569855
EML3,1.2058372,-0.8105726,1.7813644
MTA2,1.3963547,-1.2729492,2.4281921
LOC103234024,1.4104614,-1.3007507,2.4664993
TUT1,1.3583641,-1.1980762,2.3250275
EEF1G,1.3221436,-1.1266985,2.226677
AHNAK,1.1995316,-0.88505363,1.8937225
LOC103234070,0.9647789,-0.8188038,2.3172913
LOC103234086,0.9042282,-0.82303905,2.4836273
SCGB1A1,0.91235733,-0.82247066,2.4613037
ASRGL1,0.71967316,-0.92654896,2.4436188
SCGB1D4,0.535553,-1.0909595,2.0345688
LOC103234108,0.40408325,-1.2363148,2.038597
LOC103234118,0.36899948,-1.2852917,2.1475677
LOC103234127,0.31611252,-1.3591213,2.3118439
LOC103234130,0.2697792,-1.4238062,2.4557724
INCENP,0.5345268,-0.80327415,2.1933289
LOC103234139,0.19807053,-1.5155888,2.6970673
LOC103234152,0.35757065,-1.1290741,2.5672302
FTH1,0.5517845,-0.6667919,2.7827072
BEST1,0.540699,-0.69707966,2.9447937
RAB3IL1,0.24714279,-1.1950035,3.1122055
FADS3,0.35007858,-1.051405,3.4738922
FADS2,0.06764221,-1.5339718,3.682541
LOC103234240,-0.03131485,-1.7278996,2.9724655
FADS1,-0.16957855,-1.9579716,3.268837
FEN1,-0.19220352,-2.000331,3.1689377
TMEM258,-0.19985199,-2.0146523,3.1351624
MYRF,0.21364975,-1.6367455,3.2937622
DAGLA,0.28793716,-1.685153,2.832924
LOC103234286,0.4055481,-1.5671024,2.6129456
LOC103234372,0.3066826,-1.6177626,2.2398148
SYT7,-0.078941345,-2.1257362,2.53376
LRRC10B,-0.0046844482,-1.9546518,2.0642014
LOC103234415,-0.026866913,-1.9844294,2.0842514
PPP1R32,-0.2022171,-2.219819,2.2427368
LOC103234421,-0.2565422,-2.2927465,2.2918396
SDHAF2,-0.26504135,-2.3134289,2.282875
CPSF7,-0.12107468,-2.1354227,2.1253738
TMEM216,-0.07065964,-2.0730906,2.0702286
TMEM138,0.050621033,-1.9231339,1.9375458
LOC103234484,0.11674118,-1.8413801,1.8652115
DAK,-0.011074066,-1.5921164,2.442894
DDB1,0.2047615,-1.4093342,2.1163788
VWCE,0.25577545,-1.0402088,2.3895721
LOC103234533,-0.08269882,-1.3021059,1.7578354
LOC103241962,0.16802216,-0.90885353,2.3333588
LOC103234524,0.16121674,-0.90971184,2.3230438
LOC103234519,-0.0004348755,-0.93011665,2.077835
LOC103234513,0.131073,-0.913517,2.2773209
VPS37C,-0.4249611,-1.3582869,2.1339188
LOC103234541,-0.36711502,-1.0936012,1.7406693
CD5,-0.56492615,-1.3055248,1.7900009
CD6,-0.4789772,-0.99421024,1.6366196
SLC15A3,-0.65872955,-1.6170006,2.0355072
TMEM132A,-0.37919235,-0.9848509,1.711586
TMEM109,-0.3891449,-1.0669603,1.7756424
PRPF19,-0.41132736,-1.2500181,1.9184418
LOC103234602,-0.41682434,-1.2953539,1.9538116
ZP1,-0.43008804,-1.4048176,2.0392075
PTGDR2,-0.4445877,-1.5244455,2.1325302
CCDC86,-0.8582115,-1.4672394,1.8753281
LOC103234620,-0.55794144,-1.6270819,2.161583
MS4A10,-0.894001,-1.8264122,2.1594315
MS4A15,-1.087925,-1.9414368,2.1581955
LOC103234641,-1.1219101,-1.9615946,2.1579742
MS4A18,-0.943882,-1.4435511,1.7199326
LOC103234652,-1.1605453,-1.3914146,1.5261917
LOC103234654,-1.3288269,-1.7826633,1.835434
LOC103234678,-1.3369217,-1.525979,1.5569534
LOC103241970,-1.1343193,-1.467104,1.0649414
LOC103234708,-1.1307907,-1.187232,0.7354355
MS4A13,-1.2497864,-0.90140724,1.3061066
LOC103234685,-1.0634003,-0.94956017,0.6436844
MS4A1,-1.1094627,-0.7579956,0.9114685
LOC103234723,-1.1369934,-0.64350796,1.0715027
MS4A14,-0.93367004,-1.1769791,0.46936035
MS4A7,-1.0838242,-0.7083101,1.0528259
LOC103234755,-0.8514786,-0.5534239,1.2632141
LOC103234752,-0.8178482,-1.1134844,0.6498718
LOC103234758,-0.6790962,-0.6733351,1.1597672
MS4A6A,-0.79974365,-0.8641386,1.1736374
LOC103234765,-0.78625107,-0.8385954,1.182106
MS4A2,-0.9633179,-1.1738062,1.0709839
MS4A3,-1.0755386,-1.3862591,1.0005646
OOSP2,-0.8744049,-0.6484966,0.82107544
LOC103234798,-1.1155472,-1.3209715,0.8546829
LOC103234828,-1.0607185,-0.70641804,0.4451065
TCN1,-0.9507675,-0.67780495,0.64095306
GIF,-0.85214233,-0.6521387,0.8166199
MRPL16,-0.77641296,-0.632432,0.95150757
STX3,-0.5773659,-1.1351376,0.8093109
LOC103241974,-0.5158882,-0.7974615,1.2069931
PATL1,-0.25642776,-1.3455973,1.1176147
LOC103234872,-0.25400162,-1.3507195,1.1167755
LOC103234890,-0.23760986,-1.3853531,1.1111298
OSBP,-0.77869797,-1.3716879,1.3227692
TRNAF-GAA,-0.8693886,-1.3614407,1.3580704
TRNAF-GAA-2,-0.8707123,-1.3612909,1.3585815
LOC103234894,-0.937912,-1.3536978,1.3847351
TRNAK-UUU,-0.9375191,-1.3537426,1.3845825
TRNAF-GAA-3,-0.9609375,-1.3510962,1.3936996
TRNAK-UUU-2,-0.9723549,-1.3498068,1.39814
TRNAL-UAA,-1.0068932,-1.3459044,1.411583
TRNAR-UCU,-1.011795,-1.3453503,1.4134903
TRNAV-UAC,-1.0150528,-1.3449821,1.4147568
TRNAV-UAC-2,-1.021225,-1.344284,1.41716
LOC103234916,-0.61385727,-1.0294352,0.9315338
LOC103234907,-1.2540054,-1.288064,1.4806366
LOC103234902,-1.2026443,-1.2204571,1.3941116
LOC103234928,-1.1310425,-1.1262102,1.2734909
LOC103234933,-1.0683327,-1.043664,1.1678467
LOC103234938,-0.9817734,-0.92972755,1.0220261
LOC103234943,-0.987648,-0.8949785,0.65361786
LOC103234968,-1.1565247,-1.0590906,0.42002106
LOC103234994,-1.4815712,-1.7813339,0.43748474
DTX4,-1.5376625,-2.110299,0.675354
LOC103235000,-1.5762787,-2.1996384,0.7614212
FAM111A,-1.6380424,-2.2123098,0.82530975
LOC103235045,-1.9157753,-2.269291,1.1125946
LOC103235036,-2.1490479,-2.31715,1.3538895
LOC103235029,-2.2178726,-2.3312702,1.4250793
LOC103235005,-2.3581657,-1.9678192,1.8916473
LOC103235069,-2.331398,-2.1181755,1.461525
LOC103235076,-2.4568977,-1.604907,2.2750244
LOC103235086,-2.397808,-1.9124212,1.4786453
GLYAT,-2.4166183,-1.8145275,1.7321701
CNTF,-2.2328606,-2.0135527,1.6672897
LOC103235111,-2.221817,-2.0198116,1.6815491
ZFP91,-1.9901047,-2.1511288,1.9807816
LOC103235102,-2.025463,-2.1310902,1.9351196
LPXN,-2.5673637,-2.1717663,1.5732803
LOC103235115,-1.8782578,-2.2145157,2.1252213
LOC103235133,-2.0921402,-2.2489662,2.0002823
LOC103235174,-1.6836433,-1.4494,0.77264404
LOC103235168,-2.5939598,-2.3072853,1.6852722
LOC103235163,-2.260624,-2.268547,1.894516
LOC103235157,-2.648323,-2.2530088,1.5779572
LOC103235152,-2.6167603,-2.1384487,1.4638367
LOC103241985,-2.5128899,-1.761445,1.0882568
LOC103235140,-2.361866,-1.5903654,0.8973541
LOC103235179,-2.0146713,-1.435422,0.6829834
LOC103235183,-1.900444,-1.3844471,0.6124573
LOC103235194,-1.7970581,-1.3383083,0.54862213
LOC103235201,-1.7435799,-1.4220953,0.39427185
LOC103235206,-1.772152,-1.4649782,0.3779602
LOC103235215,-1.9033852,-1.6619129,0.30304718
LOC103235225,-2.1255264,-2.072322,0.13757324
LOC103235230,-2.0891342,-2.0730438,0.13058472
LOC103235246,-0.9193039,-1.8566914,0.57675934
LOC103235249,-0.7450447,-1.7441359,0.8329544
