gene_id,x,y,z
BRSK2,0.15298533,0.033697985,-0.066448435
LOC103236142,0.12634535,0.031572457,-0.026379444
MOB2,0.11732279,0.025626065,-0.111747034
LOC103236198,0.16583806,0.021286612,-0.083238654
LOC103241812,0.14017788,0.021704707,-0.12057017
DUSP8,0.1335026,0.021813573,-0.13028191
LOC103241820,0.12971307,0.021875296,-0.135795
LOC103236463,0.12222673,0.021997498,-0.14668629
LOC103236414,0.13125208,0.048434634,-0.14941353
LOC103241837,0.104503244,0.047742665,-0.18765597
LOC103236741,0.1052163,0.031217635,-0.20458639
IFITM10,0.110214226,0.016095769,-0.1983531
CTSD,0.11338251,0.0065099546,-0.19440165
LOC103241848,0.1328004,0.040873855,-0.16919492
SYT8,0.1458811,0.0050314204,-0.1528411
TNNI2,0.14777277,0.005943292,-0.15041162
LOC103237714,0.1529205,0.033292606,-0.12296864
LOC103238179,0.155689,0.009760435,-0.14024363
TNNT3,0.17128354,0.034099642,-0.106123514
MRPL23,0.17655192,0.054014105,-0.084802166
LOC103241849,0.16713609,0.06589883,-0.06114314
LOC103238793,0.1347597,0.0677356,-0.030566297
LOC103238863,0.12498499,0.07981324,-0.03734454
IGF2,0.12789057,0.08682597,-0.0500608
LOC103241858,0.12984644,0.0915466,-0.05862092
INS,0.13052817,0.0931917,-0.06160435
TH,0.13173562,0.09610627,-0.06688917
LOC103239289,0.1332275,0.099706925,-0.07341804
ASCL2,0.10350732,0.068167344,-0.043714304
C1H11orf21,0.094083406,0.06844649,-0.037329342
TSPAN32,0.09138966,0.082321815,-0.041649874
LOC103239446,0.092940465,0.07433395,-0.0391627
CD81,0.10158835,0.074583314,-0.029087143
TSSC4,0.08379694,0.1364972,-0.05510401
TRPM5,0.08957802,0.12356104,-0.047258195
KCNQ1,0.08590479,0.1439727,-0.13371848
LOC103241028,0.09745702,0.10309698,-0.04067349
LOC103240971,0.079583414,0.1430543,-0.15152292
LOC103241221,0.08542745,0.14443979,-0.15258709
CDKN1C,0.086438574,0.14368455,-0.14044741
SLC22A18AS,0.09490006,0.10579599,-0.19571021
SLC22A18,0.094241895,0.11665067,-0.15211935
PHLDA2,0.09531102,0.11292254,-0.15384448
LOC103242002,0.09813751,0.10306285,-0.15840662
NAP1L4,0.09659539,0.08555958,-0.119106516
CARS,0.10636606,0.042366344,-0.12021627
LOC103242208,0.106528275,0.05098384,-0.13525191
LOC103242168,0.1064343,0.045998324,-0.12655316
LOC103242043,0.10636669,0.04241318,-0.12029784
OSBPL5,0.12877949,0.051339284,-0.16189095
LOC103241863,0.12913153,0.05166185,-0.16285773
LOC103242726,0.12237685,0.07112534,-0.1786542
MRGPRG,0.117316894,0.07918765,-0.18175703
LOC103242785,0.116586156,0.08035168,-0.1822049
MRGPRE,0.11301962,0.08603443,-0.18439215
LOC103242972,0.09958968,0.10743301,-0.19262753
ZNF195,0.1300102,0.09985797,-0.14910926
LOC103241864,0.10282372,0.1227202,-0.17821749
LOC103241868,0.105256,0.12392858,-0.17363487
LOC103241874,0.117563784,0.13004401,-0.15044636
LOC103243359,0.120219685,0.13136344,-0.14544255
NADSYN1,0.071447596,0.10723265,-0.16247252
DHCR7,0.090642795,0.11674961,-0.14117815
LOC103244038,0.08322842,0.11308196,-0.1432339
LOC103244089,0.0884388,0.12969911,-0.100393616
LOC103244329,0.060880747,0.10946611,-0.1274976
LOC103244373,0.0626347,0.13712683,-0.0858378
LOC103244990,0.07393632,0.15769853,-0.103672944
SHANK2,0.06114624,0.08214658,-0.1156808
LOC103244580,0.074252374,0.121543445,-0.16799925
LOC103244535,0.07296986,0.12236537,-0.16985433
LOC103244421,0.0720003,0.14723557,-0.07176117
CTTN,0.07353467,0.09217003,-0.112560585
LOC103245420,0.08925483,0.113473386,-0.101048365
LOC103245379,0.067785844,0.08437973,-0.116770394
PPFIA1,0.13374236,0.10170435,-0.14876157
LOC103245132,0.06667423,0.07055185,-0.12571356
LOC103245088,0.0714355,0.06488367,-0.13022359
LOC103245679,0.13233547,0.03683898,-0.17966253
FADD,0.13608965,0.051146053,-0.17973666
LOC103245724,0.13620256,0.051575936,-0.17973882
ANO1,0.11740653,0.1185656,-0.19335735
LOC103245820,0.07959364,0.06874083,-0.23159328
FGF3,0.113356456,0.016666465,-0.20023577
FGF4,0.10559221,-0.00696527,-0.18436207
FGF19,0.11926284,0.023600407,-0.2204666
LOC103246443,0.12548868,0.038122114,-0.23646529
ORAOV1,0.13968907,0.017557245,-0.18216366
CCND1,0.13975917,0.04758324,-0.23284571
LOC103247017,0.14382257,-0.016043352,-0.20513383
LOC103247076,0.10716008,0.0009894114,-0.25317547
MYEOV,0.15556058,0.010672306,-0.23311555
LOC103247204,0.1778546,0.058624327,-0.2174661
LOC103247706,0.2205432,0.07472878,-0.19216695
TPCN2,0.19846754,0.04927858,-0.1542756
LOC103247781,0.22444472,0.03947534,-0.14459176
MRGPRF,0.22104473,0.03513372,-0.13817982
LOC103248150,0.2122213,0.023867456,-0.12154128
MRGPRD,0.21342038,0.025398407,-0.123802654
IGHMBP2,0.18278088,0.0011240209,-0.095749274
LOC103248293,0.19662116,0.011626979,-0.107496284
LOC103248244,0.1950502,0.010434723,-0.106162906
MRPL21,0.17631218,-0.0037851962,-0.09025882
LOC103248420,0.1630491,-0.013850208,-0.07900186
LOC103248586,0.15678386,-0.016607534,-0.07465527
LOC103241878,0.14573812,-0.016423298,-0.0694452
CPT1A,0.101846404,-0.01569101,-0.048743553
MTL5,0.14590716,-0.022523532,-0.09732954
GAL,0.11874952,-0.021157894,-0.08035912
LOC103248684,0.11897687,-0.021204108,-0.080659665
PPP6R3,0.09911917,0.008940681,-0.20364256
LRP5,0.14682369,-0.06587091,-0.20352998
LOC103214741,0.13471255,-0.0019595928,-0.24849454
LOC103214713,0.15219039,-0.018821148,-0.2548519
C1H11orf24,0.14307106,-0.06075234,-0.21944058
SUV420H1,0.17628425,-0.053734653,-0.17696755
CHKA,0.20194662,-0.037236296,-0.09237194
TCIRG1,0.20326324,-0.036562007,-0.07976393
NDUFS8,0.18220739,-0.07122056,-0.1503074
ALDH3B1,0.1926871,-0.05717309,-0.09761737
UNC93B1,0.18758185,-0.066938795,-0.10724413
ALDH3B2,0.21655795,-0.052342344,-0.13513343
LOC103216261,0.19389671,-0.08532107,-0.15690668
NUDT8,0.19579272,-0.084247604,-0.15849254
LOC103216432,0.19979906,-0.08197971,-0.16184382
NDUFV1,0.20304893,-0.08014015,-0.16456237
GSTP1,0.21647917,-0.0725375,-0.17579669
LOC103216792,0.21645033,-0.058972947,-0.19837047
CABP2,0.20455381,-0.05150274,-0.21205443
CDK2AP2,0.19722193,-0.046899028,-0.22048768
PITPNM1,0.18949522,-0.04204719,-0.22937565
AIP,0.18478762,-0.039091054,-0.23479041
TMEM134,0.17644337,-0.033851516,-0.24438833
CABP4,0.17823547,-0.040435288,-0.23990682
GPR152,0.17914021,-0.04324503,-0.23787248
CORO1B,0.18155885,-0.05075525,-0.23243412
PTPRCAP,0.1821007,-0.05243787,-0.23121582
RPS6KB2,0.18378828,-0.05767803,-0.22742131
CARNS1,0.18665385,-0.066576526,-0.22097774
TBC1D10C,0.18904798,-0.07401107,-0.21559398
PPP1CA,0.19022782,-0.07767469,-0.21294117
RAD9A,0.19529864,-0.12986505,-0.18723199
CLCF1,0.18935224,-0.10015107,-0.20501906
POLD4,0.19809102,-0.10818391,-0.19286853
SSH3,0.20055586,-0.1400929,-0.17780435
ANKRD13D,0.20116873,-0.14802587,-0.17405917
ADRBK1,0.20233773,-0.16315952,-0.16691431
KDM2A,0.21354629,-0.11368553,-0.14666022
LOC103219355,0.19242376,-0.10765509,-0.17101526
LOC103219529,0.1946166,-0.10671624,-0.16831407
RHOD,0.19812977,-0.10685085,-0.2216545
SYT12,0.22257103,-0.096122086,-0.18232122
C1H11orf86,0.22715427,-0.09529303,-0.21656354
PC,0.17167,-0.12197581,-0.21006972
LRFN4,0.1523647,-0.08934105,-0.24874485
LOC103220516,0.12970501,-0.09211234,-0.2647001
LOC103220338,0.12968454,-0.13348338,-0.21032839
SPTBN2,0.11733364,-0.10210229,-0.26226658
LOC103221555,0.11685103,-0.100875914,-0.26429626
RBM4B,0.13047327,-0.14808665,-0.20671253
RBM4,0.12048766,-0.1191214,-0.24879013
LOC103221763,0.12412522,-0.13467254,-0.23334321
CCS,0.12693621,-0.14668845,-0.22140794
CCDC87,0.12734066,-0.1484173,-0.21969058
CTSF,0.1349281,-0.15261964,-0.21076757
LOC103222397,0.14618786,-0.14912724,-0.20555253
ZDHHC24,0.1519956,-0.14732583,-0.20286283
BBS1,0.17474401,-0.14026968,-0.192327
DPP3,0.1974617,-0.13322346,-0.18180573
PELI3,0.19594811,-0.12979992,-0.17060181
LOC103222589,0.19159035,-0.12634256,-0.15791315
MRPL11,0.18464401,-0.1208307,-0.13768604
NPAS4,0.1759682,-0.11394669,-0.11242318
SLC29A2,0.1581616,-0.112356186,-0.08745218
LOC103223043,0.15622589,-0.113273956,-0.08707533
TRNAS-GCU,0.14785744,-0.117240906,-0.08544668
B3GNT1,0.14596237,-0.11813944,-0.085077904
BRMS1,0.14036956,-0.12079069,-0.083989546
RIN1,0.13673168,-0.12251518,-0.08328176
CD248,0.12587732,-0.12766105,-0.08116926
TMEM151A,0.11636377,-0.13217078,-0.07931791
YIF1A,0.11128893,-0.13457638,-0.07833036
CNIH2,0.10679191,-0.13670842,-0.07745509
RAB1B,0.100214966,-0.13982616,-0.07617506
KLC2,0.14691208,-0.13999054,-0.121110156
LOC103224576,0.10649323,-0.1467756,-0.093351424
PACS1,0.20857225,-0.16026416,-0.15235507
SF3B2,0.18358916,-0.12339448,-0.12946494
GAL3ST3,0.2180979,-0.14825879,-0.14958908
CATSPER1,0.22169265,-0.13032284,-0.13935906
CST6,0.22250652,-0.12626223,-0.13704309
BANF1,0.22387525,-0.119431876,-0.13314748
EIF1AD,0.22443789,-0.11662493,-0.13154642
LOC103225234,0.22705501,-0.10356687,-0.12409855
SART1,0.23005396,-0.0886035,-0.115564175
TSGA10IP,0.213171,-0.14948764,-0.09992372
DRAP1,0.22326425,-0.10677268,-0.09205061
C1H11orf68,0.2227962,-0.10810916,-0.09065551
FOSL1,0.218052,-0.12164673,-0.07652244
CCDC85B,0.21765654,-0.12277479,-0.07534476
FIBP,0.21639699,-0.12636924,-0.07159244
CTSW,0.2155828,-0.12869202,-0.0691673
EFEMP2,0.21309191,-0.13580027,-0.061746404
LOC103226570,0.21251222,-0.13745499,-0.06001912
SNX32,0.2358459,-0.080630824,-0.10089639
LOC103226393,0.21367595,-0.13538125,-0.05982682
CFL1,0.21436295,-0.13380781,-0.06073714
LOC103226358,0.21428882,-0.13397746,-0.06063882
MUS81,0.2147004,-0.13303582,-0.061183773
LOC103225990,0.22760524,-0.10348684,-0.07828012
LOC103226718,0.2306783,-0.09645086,-0.08235097
OVOL1,0.233529,-0.08992354,-0.08612748
AP5B1,0.23551278,-0.08538124,-0.08875547
RNASEH2C,0.22723429,-0.10525786,-0.08811127
KAT5,0.22446798,-0.111809686,-0.08689327
LOC103226939,0.21905568,-0.12463016,-0.08451
RELA,0.21115372,-0.1433471,-0.08103031
SIPA1,0.19171287,-0.14869271,-0.083269976
PCNXL3,0.1911124,-0.17049728,-0.077597454
LOC103227710,0.2015279,-0.15960756,-0.078527
MAP3K11,0.18275575,-0.17923419,-0.07685152
LOC103227592,0.18781106,-0.17394906,-0.077302806
KCNK7,0.17723987,-0.18500163,-0.07635898
EHBP1L1,0.1670021,-0.19570556,-0.07544525
LOC103228554,0.1666116,-0.19611374,-0.075410515
FAM89B,0.16448918,-0.19833294,-0.07522101
SSSCA1,0.1635987,-0.19926372,-0.07514161
LTBP3,0.1810843,-0.1857212,-0.119506
SCYL1,0.14724457,-0.21773377,-0.08606638
LOC103228978,0.15036696,-0.2173163,-0.11205751
LOC103229027,0.15138738,-0.21717982,-0.120552175
LOC103241899,0.1354529,-0.21503848,-0.15020971
FRMD8,0.11140896,-0.21326995,-0.13941364
SLC25A45,0.10116561,-0.21251656,-0.13481459
TIGD3,0.08342909,-0.21121202,-0.1268506
DPF2,0.15322322,-0.20038341,-0.13112244
CDC42EP2,0.08879362,-0.20541544,-0.11876131
POLA2,0.13279824,-0.19216137,-0.11055726
SLC22A20,0.073441,-0.20790696,-0.1214107
LOC103230638,0.13934417,-0.18962023,-0.10928033
CAPN1,0.11229168,-0.19642606,-0.114189856
SPDYC,0.07927759,-0.20473216,-0.120181225
SYVN1,0.08977869,-0.18226911,-0.15310101
LOC103230055,0.0734289,-0.20538536,-0.12268049
MRPL49,0.07143891,-0.2041199,-0.12614405
FAU,0.07069608,-0.20364754,-0.12743743
ZNHIT2,0.06889808,-0.20250428,-0.13056725
TM7SF2,0.06676201,-0.20114578,-0.13428576
VPS51,0.055789772,-0.19416903,-0.15338574
TMEM262,0.05351847,-0.19272462,-0.15733936
ZFPL1,0.05169566,-0.19156554,-0.16051292
CDCA5,0.049021147,-0.18986464,-0.16516842
LOC103241905,0.04332009,-0.18623948,-0.17509294
NAALADL1,0.03482604,-0.18083835,-0.18987858
SAC3D1,0.032994542,-0.17967369,-0.19306672
SNX15,0.08760695,-0.17016914,-0.15316863
ARL2,0.044043694,-0.17003329,-0.19462062
BATF2,0.06407168,-0.15860201,-0.18989906
C1H11orf85,0.096502036,-0.14009197,-0.1822536
GPHA2,0.09907574,-0.13862304,-0.18164693
PPP2R5B,0.043423682,-0.1643465,-0.14554179
ATG2A,0.08168971,-0.14421089,-0.15041564
EHD1,0.06236393,-0.15049537,-0.11629646
CDC42BPG,0.105051294,-0.12161851,-0.117042094
MEN1,0.071545295,-0.13913853,-0.09085061
MAP4K2,0.081715144,-0.13087834,-0.08415735
SF1,0.093522325,-0.121287875,-0.07638628
PYGM,0.10439686,-0.11245513,-0.06922902
RASGRP2,0.07183964,-0.089674786,-0.06998116
NRXN2,0.08501308,-0.09710716,-0.09319014
LOC103233180,0.088201836,-0.04204099,-0.044786528
SLC22A12,0.07989884,-0.060877334,-0.071973935
SLC22A11,0.07458952,-0.080499,-0.095372744
LOC103233211,0.073511094,-0.035993174,-0.059907153
RPS6KA4,0.08209385,-0.027665678,-0.08052134
CCDC88B,0.08763021,-0.022293702,-0.093818836
PRDX5,0.08837274,-0.03173746,-0.08687621
TRMT112,0.0882648,-0.032629173,-0.085941695
ESRRA,0.08741279,-0.039687183,-0.078545615
TEX40,0.08705083,-0.042686123,-0.07540276
KCNK4,0.08635018,-0.04848953,-0.069321446
GPR137,0.0858074,-0.052984063,-0.064611666
BAD,0.08462693,-0.062760934,-0.054366138
PLCB3,0.08318127,-0.07473622,-0.041817363
LOC103233298,0.08264594,-0.07916997,-0.037171163
PPP1R14B,0.08243441,-0.080920205,-0.035337184
FKBP2,0.08215495,-0.08323586,-0.03291049
VEGFB,0.119023085,-0.032744244,-0.056405753
DNAJC4,0.0856976,-0.08377988,-0.028891431
NUDT22,0.088044584,-0.08230072,-0.028368501
TRPT1,0.089669205,-0.08127657,-0.028006544
FERMT3,0.10224931,-0.07334888,-0.025203936
STIP1,0.116178915,-0.0645701,-0.022100473
MACROD1,0.124192834,-0.10758995,-0.053613998
LOC103233499,0.13477705,-0.052849453,-0.01795735
FLRT1,0.13995859,-0.08032345,-0.03809637
OTUB1,0.11836058,-0.09454772,-0.05887494
LOC103233475,0.118595995,-0.09482593,-0.058872458
NAA40,0.07313487,-0.066746496,-0.040315565
RCOR2,0.10862217,-0.10037532,-0.04610533
MARK2,0.12560345,-0.11986424,-0.059413996
LOC103233560,0.07185081,-0.08514241,-0.028240096
C1H11orf84,0.08583004,-0.09718346,-0.03757034
LOC103233619,0.08241518,-0.09424221,-0.03529128
LOC103233617,0.097027756,-0.10682851,-0.04504396
C1H11orf95,0.11127466,-0.11910032,-0.054552853
RTN3,0.08964966,-0.08062493,-0.113531694
ATL3,0.10551994,-0.05725745,-0.089172326
PLA2G16,0.09496767,-0.033315867,-0.121650144
HRASLS2,0.09461936,-0.010200552,-0.114633076
RARRES3,0.070578836,-0.06992533,-0.09895075
LGALS12,0.06544475,-0.0382164,-0.08301223
HRASLS5,0.07992614,-0.019760003,-0.13070744
SLC22A9,0.054514393,-0.05110511,-0.09453376
SLC22A8,0.032748897,-0.050898857,-0.07369254
SLC22A6,0.05437234,-0.037409674,-0.12946525
LOC103233793,0.035129685,-0.04082516,-0.10182594
LOC103233786,0.033809334,-0.04105964,-0.09992931
CHRM1,0.024345102,-0.04273947,-0.086335294
SLC3A2,0.04378161,-0.075939335,-0.07154964
LOC103233820,0.045773458,-0.07871837,-0.07076059
WDR74,0.052882332,-0.08863761,-0.06794341
STX5,0.0642649,-0.10451968,-0.063433364
NXF1,0.014707802,-0.098749146,-0.09791916
TMEM223,0.059288383,-0.11237666,-0.06887296
TMEM179B,0.057660352,-0.113388404,-0.07028729
TAF6L,0.044748686,-0.1214107,-0.08150423
LOC103233864,0.04427228,-0.1217069,-0.081917986
POLR2G,0.03786561,-0.1256875,-0.087483816
ZBTB3,0.032380424,-0.12909554,-0.092248805
TTC9C,0.022005564,-0.13554192,-0.10126206
HNRNPUL2,0.012926861,-0.14118311,-0.10914913
BSCL2,0.05982186,-0.11418489,-0.13212363
GNG3,0.010124562,-0.14292404,-0.11158358
LRRN4CL,0.018818976,-0.13823472,-0.1252539
LOC103233947,0.018930634,-0.13817455,-0.12542883
UBXN1,0.024252675,-0.13530247,-0.13375662
C1H11orf83,0.026056567,-0.13432918,-0.13657908
C1H11orf48,0.027858598,-0.13335653,-0.13939907
METTL12,0.028698202,-0.1329037,-0.14071259
LOC103233969,0.029768875,-0.13232586,-0.14238778
INTS5,0.035979837,-0.12897427,-0.15210664
GANAB,0.04578245,-0.12368479,-0.16744532
B3GAT3,0.050316684,-0.12123794,-0.17454053
ROM1,0.05146521,-0.120617926,-0.1763376
EML3,0.015302379,-0.109556995,-0.112521194
MTA2,0.05086908,-0.11392002,-0.17374498
LOC103234024,0.052690342,-0.11605826,-0.1773326
TUT1,0.045964826,-0.10816096,-0.16408317
EEF1G,0.04128947,-0.102670506,-0.15487203
AHNAK,0.025461059,-0.08408384,-0.12368914
LOC103234070,0.03846453,-0.06934161,-0.15338698
LOC103234086,0.044148527,-0.06666058,-0.16585636
SCGB1A1,0.04338553,-0.06702037,-0.16418305
ASRGL1,0.040385354,-0.06610881,-0.15925336
SCGB1D4,0.022399778,-0.07070135,-0.12256108
LOC103234108,0.008817857,-0.06145361,-0.09812666
LOC103234118,0.004923795,-0.05442073,-0.092249736
LOC103234127,-0.0009459889,-0.043819446,-0.08339032
LOC103234130,-0.006088757,-0.03453139,-0.07562856
INCENP,0.0015948443,-0.06272558,-0.12503089
LOC103234139,-0.014767042,-0.019332603,-0.06378415
LOC103234152,-0.011233696,-0.03506207,-0.09380209
FTH1,0.01574901,-0.057049643,-0.16805415
BEST1,0.024795765,-0.05711757,-0.1814143
RAB3IL1,-0.0007022029,-0.084715016,-0.16087736
FADS3,0.03525437,-0.07240878,-0.20623024
FADS2,0.013779802,-0.09866323,-0.19078891
LOC103234240,0.06735627,-0.07369284,-0.20123139
FADS1,0.041690506,-0.09501916,-0.18974057
FEN1,0.04906798,-0.09203449,-0.19086428
TMEM258,0.0515626,-0.09102553,-0.19124392
MYRF,0.0053856233,-0.10781234,-0.17644647
DAGLA,0.023110975,-0.099745385,-0.17547102
LOC103234286,0.009025045,-0.08784453,-0.17279309
LOC103234372,0.013474294,-0.058924563,-0.17848888
SYT7,0.0068911416,-0.052694995,-0.12189176
LRRC10B,0.013809578,-0.028736351,-0.15139514
LOC103234415,0.013388069,-0.028569486,-0.14799795
PPP1R32,0.010054776,-0.027249133,-0.12114396
LOC103234421,0.009022253,-0.026840342,-0.11282391
SDHAF2,0.005310875,-0.03460955,-0.110109076
CPSF7,0.0022102024,-0.048574824,-0.12983248
TMEM216,0.0011243311,-0.05346481,-0.13673882
TMEM138,-0.0014878389,-0.06522919,-0.15335442
LOC103234484,-0.002912095,-0.071642995,-0.16241264
DAK,0.026762182,-0.019459147,-0.11292967
DDB1,0.016555736,-0.048608944,-0.14909934
VWCE,0.035685495,-0.02366275,-0.1320647
LOC103234533,-0.022488173,-0.025004502,-0.11380402
LOC103241962,0.026866395,-0.00905389,-0.11537002
LOC103234524,0.025835423,-0.008750242,-0.11473853
LOC103234519,0.0013420637,-0.0015340529,-0.099733904
LOC103234513,0.021268003,-0.007404767,-0.11194058
VPS37C,0.032164555,0.02199781,-0.13565047
LOC103234541,-0.024446525,0.016268218,-0.08926568
CD5,-0.0069314623,0.027384674,-0.1084978
CD6,-0.030457431,0.023016686,-0.13922971
SLC15A3,0.0085768625,0.0302642,-0.09707862
TMEM132A,-0.035720542,0.016361266,-0.11952275
TMEM109,-0.031236554,0.016389491,-0.11108484
PRPF19,-0.021239778,0.016453074,-0.09227331
LOC103234602,-0.018764079,0.016468892,-0.0876147
ZP1,-0.012786048,0.016506732,-0.076365806
PTGDR2,-0.006253142,0.016548293,-0.0640726
CCDC86,-0.01842135,0.050454088,-0.11953795
LOC103234620,-0.0028184266,0.024724739,-0.065424286
MS4A10,0.0013594326,0.049954418,-0.08171576
MS4A15,0.0037703086,0.06451334,-0.09111703
LOC103234641,0.0041930573,0.067064725,-0.0927646
MS4A18,-0.023592344,0.028325079,-0.057983536
LOC103234652,-0.03209911,0.033477154,-0.057033207
LOC103234654,-0.01193776,0.06404035,-0.083669156
LOC103234678,-0.028049657,0.04856118,-0.06748251
LOC103241970,-0.02497938,0.099940166,-0.087644786
LOC103234708,-0.042137757,0.0863812,-0.07143829
MS4A13,-0.052214555,0.033786383,-0.052172374
LOC103234685,-0.048867617,0.08928181,-0.07095382
MS4A1,-0.055287004,0.063476786,-0.061188113
LOC103234723,-0.059123687,0.048054688,-0.055351518
MS4A14,-0.03825176,0.105030514,-0.058279432
MS4A7,-0.05545232,0.049328826,-0.0465014
LOC103234755,-0.04008946,0.06646642,-0.098777995
LOC103234752,-0.032163315,0.09835121,-0.057554897
LOC103234758,-0.02639278,0.09103546,-0.11789379
MS4A6A,-0.02722122,0.11236208,-0.116161235
LOC103234765,-0.027036984,0.11030479,-0.1174667
MS4A2,-0.029457474,0.13730083,-0.10033562
MS4A3,-0.030991837,0.15441051,-0.08947814
OOSP2,-0.038455844,0.0917997,-0.119991094
LOC103234798,-0.035573836,0.14789002,-0.08997409
LOC103234828,-0.049102716,0.096228786,-0.113256276
TCN1,-0.0410981,0.10532889,-0.12715548
GIF,-0.0339182,0.113492,-0.139623
MRPL16,-0.0284051,0.119759716,-0.14919579
STX3,-0.023222012,0.08892513,-0.11062642
LOC103241974,-0.013346508,0.12145846,-0.15536983
PATL1,-0.0047919764,0.09040614,-0.1174087
LOC103234872,-0.0047119553,0.09011614,-0.117053874
LOC103234890,-0.004171656,0.08815407,-0.114655405
OSBP,-0.03196481,0.050901648,-0.103661776
TRNAF-GAA,-0.03655301,0.045376454,-0.10245432
TRNAF-GAA-2,-0.036620006,0.045295812,-0.10243664
LOC103234894,-0.040019672,0.041202005,-0.10154214
TRNAK-UUU,-0.039999824,0.041225888,-0.1015471
TRNAF-GAA-3,-0.041184634,0.03979915,-0.10123539
TRNAK-UUU-2,-0.041762155,0.03910346,-0.10108341
TRNAL-UAA,-0.0435096,0.036999334,-0.10062376
TRNAR-UCU,-0.043757726,0.036700647,-0.10055831
TRNAV-UAC,-0.04392242,0.036502145,-0.10051489
TRNAV-UAC-2,-0.044234753,0.03612592,-0.100432694
LOC103234916,-0.022497477,0.08547273,-0.12061048
LOC103234907,-0.05591818,0.023977872,-0.09855685
LOC103234902,-0.05309014,0.032096628,-0.10224186
LOC103234928,-0.049148,0.04341469,-0.10737905
LOC103234933,-0.045695297,0.05332741,-0.111878544
LOC103234938,-0.040929373,0.06700982,-0.11808888
LOC103234943,-0.038530283,0.091901734,-0.10988762
LOC103234968,-0.044099834,0.100569166,-0.08711627
LOC103234994,-0.027292555,0.14095917,-0.09005442
DTX4,-0.010551034,0.15984948,-0.11407696
LOC103235000,-0.006252832,0.16452701,-0.123171166
FAM111A,-0.0062410454,0.16410054,-0.13064882
LOC103235045,-0.006189249,0.16218345,-0.16427206
LOC103235036,-0.006145206,0.1605731,-0.1925131
LOC103235029,-0.0061324895,0.16009793,-0.20084523
LOC103235005,-0.04999753,0.15041937,-0.21314155
LOC103235069,-0.012504733,0.14781216,-0.22280861
LOC103235076,-0.09046321,0.14048338,-0.2218316
LOC103235086,-0.020148324,0.13721585,-0.2375282
GLYAT,-0.042532284,0.13825613,-0.23253152
CNTF,-0.013805855,0.13727354,-0.21427642
LOC103235111,-0.013509653,0.13728377,-0.21267413
ZFP91,-0.007295901,0.13749531,-0.17905864
