protocol,chromosome,condition_time_comparison,planes,levels_hdr,levels_point_fraction,labels,num_input_files,num_points_total,num_points_min,num_points_max,num_genes,num_pairwise_comparisons,num_metric_rows,data_loading_preprocessing_seconds,pca_initialization_seconds,icp_refinement_seconds,projection_seconds,hdr_shape_extraction_seconds,point_fraction_shape_extraction_seconds,shape_metric_computation_seconds,total_after_3d_coordinates_available_seconds,total_runtime_seconds
all_chromosome_supplementary_params,chr14,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr14_12hrs_untr;chr14_12hrs_vacv;chr14_18hrs_untr;chr14_18hrs_vacv;chr14_24hrs_untr;chr14_24hrs_vacv,6,6954,1159,1159,6954,15,270,0.022301279999737744,0.29574383100043633,0.10553816299943719,0.04699206899931596,1.1153549919999932,1.931584855001347,0.11672578199977579,3.210657698000432,3.63427193699863
all_chromosome_supplementary_params,chr15,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr15_12hrs_untr;chr15_12hrs_vacv;chr15_18hrs_untr;chr15_18hrs_vacv;chr15_24hrs_untr;chr15_24hrs_vacv,6,4146,691,691,4146,15,270,0.018482784000298125,0.17674992500178632,0.06750941400059673,0.027876340000148048,1.074475187000644,0.8858327420002752,0.14323115600018355,2.1314154250012507,2.3941879459998745
all_chromosome_supplementary_params,chr16,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr16_12hrs_untr;chr16_12hrs_vacv;chr16_18hrs_untr;chr16_18hrs_vacv;chr16_24hrs_untr;chr16_24hrs_vacv,6,9144,1524,1524,9144,15,270,0.027220066000154475,0.39134116699824517,0.14158816300187027,0.06157064699982584,1.3702028119987517,3.5252477480007656,0.17408548100138432,5.1311066880007274,5.691295082999204
all_chromosome_supplementary_params,chr18,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr18_12hrs_untr;chr18_12hrs_vacv;chr18_18hrs_untr;chr18_18hrs_vacv;chr18_24hrs_untr;chr18_24hrs_vacv,6,3300,550,550,3300,15,270,0.016415499998402083,0.1378194019980583,0.05842024100456911,0.02257872799964389,1.0675881239985756,0.6002901920001023,0.17459186800078896,1.8650489119991107,2.0777408579997427
all_chromosome_supplementary_params,chr19,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr19_12hrs_untr;chr19_12hrs_vacv;chr19_18hrs_untr;chr19_18hrs_vacv;chr19_24hrs_untr;chr19_24hrs_vacv,6,3732,622,622,3732,15,270,0.028465403998779948,0.14937330300199392,0.0651086830002896,0.02553800600071554,1.1204015020011866,0.699086875998546,0.16532415300025605,2.010350537000704,2.2533336989999952
all_chromosome_supplementary_params,chr20,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr20_12hrs_untr;chr20_12hrs_vacv;chr20_18hrs_untr;chr20_18hrs_vacv;chr20_24hrs_untr;chr20_24hrs_vacv,6,11154,1859,1859,11154,15,270,0.033615891999943415,0.49363508200076467,0.1744748269993579,0.07256707200031087,1.463955231,4.925581298999532,0.14925191200018162,6.611355514000024,7.313121414999841
all_chromosome_supplementary_params,chr21,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr21_12hrs_untr;chr21_12hrs_vacv;chr21_18hrs_untr;chr21_18hrs_vacv;chr21_24hrs_untr;chr21_24hrs_vacv,6,6414,1069,1069,6414,15,270,0.02338355600113573,0.3187007390006329,0.10306119400229363,0.04157896699871344,1.0168537560002733,1.6999984470003255,0.10608601599960821,2.8645171859989205,3.309698578001189
all_chromosome_supplementary_params,chr22,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr22_12hrs_untr;chr22_12hrs_vacv;chr22_18hrs_untr;chr22_18hrs_vacv;chr22_24hrs_untr;chr22_24hrs_vacv,6,6012,1002,1002,6012,15,270,0.022910256000614027,0.2501295670026593,0.09102284199798305,0.039887787999759894,1.19163873800062,1.5413150540007337,0.15879667199988035,2.931638252000994,3.2957430139995267
all_chromosome_supplementary_params,chr23,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr23_12hrs_untr;chr23_12hrs_vacv;chr23_18hrs_untr;chr23_18hrs_vacv;chr23_24hrs_untr;chr23_24hrs_vacv,6,4398,733,733,4398,15,270,0.02000046399916755,0.17367649300285848,0.07370078600069974,0.028414350999810267,1.0991244489996461,0.9662817449989234,0.15322314799959713,2.247043692997977,2.5144530279994797
all_chromosome_supplementary_params,chr25,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr25_12hrs_untr;chr25_12hrs_vacv;chr25_18hrs_untr;chr25_18hrs_vacv;chr25_24hrs_untr;chr25_24hrs_vacv,6,4944,824,824,4944,15,270,0.021101382000779267,0.19682568900134356,0.08063659300023573,0.03212104900012491,1.0998543550012982,1.1395884040011879,0.1558243700001185,2.4273881780027295,2.7259822610012634
all_chromosome_supplementary_params,chr26,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr26_12hrs_untr;chr26_12hrs_vacv;chr26_18hrs_untr;chr26_18hrs_vacv;chr26_24hrs_untr;chr26_24hrs_vacv,6,4098,683,683,4098,15,270,0.017531606999909854,0.1635735459967691,0.07092541999554669,0.026674762999391533,1.0769331840001541,0.8782035570002336,0.18401294099930965,2.165824444999089,2.417886533001365
all_chromosome_supplementary_params,chr27,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr27_12hrs_untr;chr27_12hrs_vacv;chr27_18hrs_untr;chr27_18hrs_vacv;chr27_24hrs_untr;chr27_24hrs_vacv,6,1968,328,328,1968,15,270,0.01329724700008228,0.07550789899869415,0.0371245509977598,0.01310528400063049,0.9298444409996591,0.2883961890001956,0.12330679099977715,1.3546527050002624,1.4806136089991924
all_chromosome_supplementary_params,chr28,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr28_12hrs_untr;chr28_12hrs_vacv;chr28_18hrs_untr;chr28_18hrs_vacv;chr28_24hrs_untr;chr28_24hrs_vacv,6,1968,328,328,1968,15,270,0.013209364000431378,0.07373967000239645,0.03751882699907583,0.013081520000923774,0.9074830600002315,0.29041919599876564,0.13416508699992846,1.3451488629998494,1.4696512480004458
all_chromosome_supplementary_params,chr29,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr29_12hrs_untr;chr29_12hrs_vacv;chr29_18hrs_untr;chr29_18hrs_vacv;chr29_24hrs_untr;chr29_24hrs_vacv,6,2220,370,370,2220,15,270,0.013634532000651234,0.08483122900179296,0.04158361500412866,0.014695125000798726,1.0463172330000816,0.3427186349999829,0.146786303999761,1.5505172970006242,1.690601387001152
